filename,image_url,is_product,name,category,price,description
omam1.jpg,/static/images/products/omam1.jpg,YES,Omam1,Other,100,
org-vs-non.jpg,/static/images/products/org-vs-non.jpg,YES,Org Vs Non,Other,100,
organic-farming-scientist.jpg,/static/images/products/organic-farming-scientist.jpg,NO,Organic Farming Scientist,Other,100,
organic-ts.jpg,/static/images/products/organic-ts.jpg,YES,Organic Ts,Other,100,
oyin-enoch-r9zp8dvbw-i-unsplash-scaled.jpg,/static/images/products/oyin-enoch-r9zp8dvbw-i-unsplash-scaled.jpg,NO,Oyin Enoch R9Zp8Dvbw I Unsplash Scaled,Other,100,
oyin-enoch-r9zp8dvbw-i-unsplash.jpg,/static/images/products/oyin-enoch-r9zp8dvbw-i-unsplash.jpg,NO,Oyin Enoch R9Zp8Dvbw I Unsplash,Other,100,
pachai-payaru-whole.png,/static/images/products/pachai-payaru-whole.png,YES,Pachai Payaru Whole,Other,100,
page.jpg,/static/images/products/page.jpg,YES,Page,Other,100,
pal-perungayam.jpg,/static/images/products/pal-perungayam.jpg,YES,Pal Perungayam,Other,100,
panai-karkandu.jpg,/static/images/products/panai-karkandu.jpg,YES,Panai Karkandu,Other,100,
pc_w.jpg,/static/images/products/pc_w.jpg,YES,Pc W,Other,100,
peper-powder.jpg,/static/images/products/peper-powder.jpg,YES,Peper Powder,Flours,100,
per.jpg,/static/images/products/per.jpg,YES,Per,Other,100,
pixloger-fz6h95zvfjg-unsplash-scaled.jpg,/static/images/products/pixloger-fz6h95zvfjg-unsplash-scaled.jpg,NO,Pixloger Fz6H95Zvfjg Unsplash Scaled,Other,100,
pixloger-fz6h95zvfjg-unsplash.jpg,/static/images/products/pixloger-fz6h95zvfjg-unsplash.jpg,NO,Pixloger Fz6H95Zvfjg Unsplash,Other,100,
poha.jpg,/static/images/products/poha.jpg,YES,Poha,Other,100,
ponmani-red-idli-rice500g-1214011_image_1581921925.jpg,/static/images/products/ponmani-red-idli-rice500g-1214011_image_1581921925.jpg,YES,Ponmani Red Idli Rice500G 1214011 Image 1581921925,Rice,100,
poongar.jpg,/static/images/products/poongar.jpg,YES,Poongar,Other,100,
poovaragam-e1636197738381.jpg,/static/images/products/poovaragam-e1636197738381.jpg,YES,Poovaragam E1636197738381,Other,100,
poovaragam.jpg,/static/images/products/poovaragam.jpg,YES,Poovaragam,Other,100,
potukadalai.jpg,/static/images/products/potukadalai.jpg,NO,Potukadalai,Pulses,100,
